name,tier,categories,type,time,reach,duration,effect
Cosmic Melody,2,"Star, Move, Mote, Damage",Active,Default,Up to X unoccupied spaces you can see,3 rounds,"Spend X Stars. For each Star spent, select one unoccupied space you can see and place a Stardust Mote in that space. Users who move through a space occupied by a Stardust Mote can choose one of the following effects: 1) You gain SKL extra movement allowance until the end of your turn. OR 2) You recover twice the stated HP from the next Recovery effect you receive. This effect lasts for 3 rounds or until it’s activated."
Wormhole,2,"Move, Mote",Active,Quick,1 Stardust Mote you placed,3 rounds,"Choose one Stardust Mote you placed and give it the following effect in addition to its original effects: “If a Shadow moves into this Mote, you can spend your Interrupt action and dispel that Mote to move that Shadow to an adjacent, unoccupied position to any Mote you placed.”"
Heavens Divide,3,"Cosmic, Star",Active,Quick,Caster,Instant,"Grant your next Cosmic Spell Critical Margin +1 this turn. If that spell is a Critical hit, gain 1 Star."
Candryne,3,"Mono, Nuclear, Cosmic",Active,Default,1 target within 8m,Instant,"Hit: MAG10+2 Nuclear damage. Spend 1 Star: This spell treats Null, Drain and Reflect as Resist."
Hacandryne,3,"Multi, Nuclear, Cosmic",Active,Default,Up to 3 targets within 7m,Instant,Hit: MAG8 Nuclear damage. Spend 1 Star to Burst: MAG6 Nuclear damage.
Macandryne,3,"Area, Nuclear, Cosmic",Active,Default,1 target within 7m and any # of units within 2m of it,Instant,"Hit: MAG6 Nuclear damage. Spend 1 Star: Your next damage-dealing Cosmic spell deals X*MAG extra Nuclear damage, where X is the amount of units that took damage from this spell."
Nebula Cloud,3,"Area, Defense, Move",Active,Default,Caster,Until the end of your next turn,Spend X Stars: An area of X+1 meters around you is surrounded by cosmic energy. The next spell you cast deals +MAG Nuclear damage for each ally in the nebula. Any number of targets within the Nebula gain Nuclear Affinity +2
Solar Flare,3,Mote,Active,Quick,Caster,Instant,"Until the end of this round, you gain the following effect: “If you defeat an enemy with a Cosmic spell, spend 1 Star: Place a Stardust Mote at the position of the defeated target.” Motes placed by this effect last until the end of your next turn."
Supernova,5,"Mono, Nuclear, Cosmic",Active,Default,1 target within 8m,Instant,"Hit: MAG12 Nuclear damage. If this spell’s damage exceeds the target’s HP, spend 1 Star: Recover HP equal to the exceeding damage."
Starless Void,5,"Multi, Nuclear, Cosmic",Active,Default,Up to 3 targets within 7m,Instant,"Hit: MAG10 Nuclear damage. Spend 1 Star: For each target that does not dodge against this spell, this spell gains Critical Margin +1. This stacks with Buff effects."
Born of Stardust,5,"Star, Revive",Active,Interrupt,1 target within 3m,Instant,"When a target enters Death’s Door, spend 3 Stars: Target is revived with 50% HP."
Harae,1,"Mono, Occult, Ofuda",Active,Default,1 target within 6m,Instant,Place 1 Ofuda on the target before rolling to hit. Hit: MAG6 PSY damage
Haharae,1,"Multi, Occult, Ofuda",Active,Default,Up to 3 targets within 6m,Instant,Hit: MAG4+1 PSY damage. Deals 1d4 extra PSY damage (no check) to targets with at least 1 Ofuda on them.
Maharae,1,"Total, Occult, Ofuda",Active,Default,Any # of targets within 6m,Instant,Hit: MAG4-1 PSY damage. Each target with Ofuda placed on them takes +1 extra PSY damage for each Ofuda.
Aramitama,1,"Occult, Mitama, Ofuda",Active,Default,Caster,Instant,"Remove 1 Ofuda from one target you can see. Grant yourself the “Wild Soul” condition. While under Wild Soul, you gain +1 to all hit and dodge checks."
Nigimitama,1,"Occult, Mitama, Ofuda",Active,Default,Caster,Instant,"Remove 1 Ofuda from one target you can see. Grant yourself the “Tranquil Soul” condition. While under Tranquil Soul, you recover 10% more HP from all sources."
Haraera,2,"Mono, Occult, Ofuda",Active,Default,1 target within 6m,Instant,"Place 1 Ofuda on the target before rolling to hit. Hit: MAG8+1 PSY damage. If the target is Weak to PSY, place 1 Ofuda on the target after damage calculation."
Haharaera,2,"Multi, Occult, Ofuda",Active,Default,Up to 3 targets within 6m,Instant,"Hit: MAG4+10 PSY damage. If damage from this spell slays one or more targets with Ofuda placed on them, place 1 Ofuda on a surviving target of this spell."
Maharaera,2,"Total, Occult, Ofuda",Active,Default,Any # of targets within 6m,Instant,"Hit: MAG4+2 PSY damage. Has +1 HDC if at least one target has an Ofuda placed on them. Deals 1d2 extra PSY damage for each Ofuda placed on the targets, calculated individually for each target."
Hell of Revival,2,"Occult, Quick, Ofuda",Active,Quick,1 target within 7m with an Ofuda placed on them,Until the start of your next turn,"If the target is slain with at least one Ofuda placed on them before the end of this spell’s duration, choose one of its Damage Types, and declare a basic attack with your equipped weapon dealing that Damage Type against one target in range. For this attack, double your weapon’s maximum range. If the target has no valid Damage Types, damage dealt by this attack is considered Almighty."
Sakimitama,2,"Occult, Mitama, Ofuda",Active,Default,Caster,Instant,"Remove 1 Ofuda from one target you can see. Grant yourself the “Fortunate Soul” condition. While under Fortunate Soul, you gain a +1 bonus to all Social Skill checks."
Haraedyne,3,"Mono, Occult, Ofuda",Active,Default,1 target within 6m,Instant,"Place 1 Ofuda on the target before rolling to hit. Hit: MAG10+1 PSY damage. Spend 1 Energy: For each dice rolled to calculate damage for this spell that landed on a 10, add one more Ofuda on the target."
Haharaedyne,3,"Multi, Occult, Ofuda",Active,Default,Up to 3 targets within 6m,Instant,Hit: MAG8+3 PSY damage. Spend 1 Energy: Remove up to 1d4+1 Ofuda from any targets that took damage from this spell and redistribute those Ofuda amongst any targets within 6m.
Maharaedyne,3,"Total, Occult, Ofuda",Active,Default,Any # of targets within 6m,Instant,"Hit: MAG6 PSY damage. If any target that took damage from this spell is Weak against PSY, place 1 Ofuda on each target that took damage from this spell."
Kushimitama,3,"Occult, Mitama, Ofuda",Active,Default,Caster,Instant,"Remove 1 Ofuda from one target you can see. Grant yourself the “Wise Soul” condition. While under Wise Soul, as a Free Action, you can spend 1 Aspect Point: Reveal the Resistance of one target you can see to any one Type."
Nine Symbolic Cuts,3,"Occult, Ofuda, Debuff",Active,Default,1 target within 5m,3 rounds,"Remove up to 4 Ofuda from the target and choose between STR, MAG, TEC or AGI. For each Ofuda removed this way, apply a -1 Debuff to the chosen Skill for 3 rounds."
Hell of Great Screaming,3,"Occult, Ofuda, Damage",Active,Default,1 target within 6m,2 rounds,Remove 3 Ofuda from one target or remove 5 Ofuda from up to two targets and apply PSY Affinity -1 to one of those targets.
Hell of Stillness,5,"Mono, Occult, Ofuda",Active,Default,1 target within 6m,Instant,Place 1 Ofuda on the target before rolling to hit. Hit: MAG12+3 PSY damage. Repress: Double the amount of Ofuda on the target after damage calculation.
Living Evil Spirit,5,"Multi, Occult, Ofuda",Active,Default,Up to 3 targets within 6m,Instant,"Hit: MAG10+MAG PSY damage and place one Ofuda on each target. For each target this spell slays, you can cast a Tier I Occult spell in your deck as a Free action."
Lattice Eye Crest,5,"Total, Occult, Ofuda",Active,Default,Any # of targets within 6m,Instant,"Hit: MAG10 PSY damage. If all targets hit by this spell have Ofuda placed on them, you can cast one Mitama Category spell as a Quick action until the end of your turn."
"One Spirit, Four Souls",5,"Occult, Mitama, Heal, Revive, Death",Active,Default,Caster,Instant,"Remove Wild Soul, Tranquil Soul, Fortunate Soul and Wise Soul from yourself, then choose: 1) Restore 100% HP to one target within 8 meters. This Revives targets in Death’s Door OR 2) Choose one target within 7m. Hit: That target is immediately slain. This is a Death Category effect. Against targets with Hetelic Resistances, this instead deals 10% of the target’s HP as PSY damage. Repress to cast this as a Quick action."
"Hatsuyume, The First Dream",5,"Occult, Ofuda",Active,Default,1 target within 7m,Until the end of your next turn,Remove X Ofuda from the target. Target suffers Fortify PSY -3X. This is a Debuff effect that stacks with other Debuff effects. Repress to cast this as a Quick action.
Jade-Claimed Flower,2,"Quick, Buff, Wind",Active,Quick,Caster,Until the end of your turn,"When you cast this spell, target up to two Users you can see, and choose one Type off each of those Users. According to the Types chosen, apply the following effects to yourself. These effects are combined into one Buff effect. Fire: You gain +1 STR, +1 MAG. Ice: Critical Margin +1. Wind: This effect can stack with other Buff effects. Thunder: If you defeat a target this turn, recover 1 Energy."
Thorny Benevolence,2,"Quick, Status, Buff, PSY",Active,Quick,1 target you can see under a Status effect,Instant,"Remove any number of Status effects active on the target, and Choose one of the following: 1) Choose a Buff effect active on you: Apply this effect to the target until the end of their next turn. OR 2) Choose a Buff effect active on the target: Apply this effect to yourself until the end of your turn"
Raincutter,3,"Mono, Ice, Water, Imbue",Active,Default,1 target within 5m,Instant,"On hit: MAG10 Ice damage. Imbue: Target gains +4 DR until the end of the caster's turn. Each time the target takes damage, decrease this bonus by 1. When this effect is removed, restore the target's HP by 1*X, where X is the amount of times the target took damage while under the effects of this Imbue."
Illusory Heart,3,"Auto, Unique, Buff",Passive,Automatic,Caster,Passive,"You cannot benefit from Buff effects. Whenever you receive a Buff effect, as an Interrupt action, you can spend 2X Energy to apply that Buff effect to X targets you can see."
Aurous Blaze,3,"Quick, Nuclear, Buildup",Held,Quick,Caster,Held,"The next time you deal Nuclear damage this turn, choose one target that took damage and apply the following Condition to them: Nuclear Affinity -1 (min. Neutral), and every time this unit takes damage, you can use your Interrupt action to gain 1 Buildup counter. If this unit is slain, you can use your Interrupt action and spend 2 Energy to move this Condition to another target within 6 meters."
Leonine Bite,3,"Area, Earth, Fire",Held,Default,An area around the caster,Held,"Spend X Energy (minimum 1) and create an area X meters around you that deals STR8 Fire damage to any number of targets on hit. At the end of each of your turns after you cast this spell, if you cast a Fire Type spell that turn, any number of units within the area created by this spell take STR Fire damage, no dodge check. If you didn't cast a Fire Type spell during your turn, this spell's effect ends."
Stellaris Phantasm,5,"Mono, Ice",Active,Default,1 target within 8m,Instant,"On hit: MAG12+MAG Ice damage and apply the following effect to the target as a Condition: Until the end of your next turn, every time this unit takes Ice damage, deal half of the rolled damage to any number of units within 2 meters of the original target. This rolls for dodge using the same hit dice as the original damage."
Dominus Lapidis,5,"Zenith, Quick",Active,Quick,Zenith,Instant,"Any number of targets within range of your Zenith take 2MAG Light damage, no dodge. You can cast this spell as a Default action. If you do, before applying damage, Bless: Shadows in range of your Zenith cannot benefit from Buff effects."
Clouds Hide the Bird’s Call,5,Weather,Active,Default,Caster,Until the end of combat,"Spend 4 Forecast Counters. Deals MAG Thunder damage to any number of targets you can see, no dodge check, then apply Weather (Free): Spend 1 Energy to trigger this Weather. After you cast a Fire, Ice, Wind, Thunder, Nuclear or PSY spell that deals damage, you can trigger this Weather to deal MAG+X damage of that Type to any number of targets you can see, where X is the number of times this Weather has been triggered during this combat, no dodge check."
Vector Shield,1,"Buff, Ward, Physical",Active,Default,Caster,3 rounds,You gain the Warded Condition while under the effect of this spell. Choose: 1) Fortify <Physical & Elements> +4 OR 2) +1 AGI. Both are Buff effects that last for 3 rounds.
Vector Split,1,"Buff, Ward, Physical",Active,Quick,1 ally you can see,Effect,"Can only be cast if you are under the effects of Vector Shield. Decrease the remaining duration of Vector Shield on yourself by 1 round, then apply the effects of Vector Shield to the target for the same duration as yours. This applies both Warded and one of the Buff effects to the target."
Detached Emplacement,1,"Ward, Physical",Passive,Automatic,Caster,Passive,"Whenever you cast a Gun Category spell, you can consider your position, to determine the range of that spell, as the position of any Warded ally you can see."
Aimed Shot,1,"Mono, Gun, Ward, Physical",Active,Default,1 target within 6m,Instant,On hit: STR8 Gun damage. Warded: This spell gains +1 TEC (becomes 5) to calculate hit and +1 STR (becomes 101d8) to roll damage. These are not Buff effects.
"Hallelujah, Lock and Load",2,"Mono, Gun, Physical",Active,Default,1 target within 4m,Instant,On hit: STR12 Gun damage. +1 Critical Margin. If you spent Energy to cast this spell by reusing a spent use: +1 HDC.
Trigger Happy,2,"Repress, Physical",Passive,Automatic,Caster,Passive,"When you cast a Physical Type spell, you can choose to Repress it, and choose one target of that spell: Physical or Gun Affinity -1 (min. Neutral, your choice). This also affects Defense effects such as Tetrakarn."
Anti- Personnel “Typhon” Drone,2,"Gun, Area, Physical",Active,Default,Caster,Up to 3 rounds,"Warded: At the end of your turn, you can choose to deal STR Gun damage to any number of units adjacent to you, no dodge check. This effect ends when the Warded Condition on you ends."
Triple Down,3,"Multi, Gun, Physical",Active,Default,Up to 3 targets within 7m,Instant,"On hit: STR10 Gun damage. You can choose the same target up to two times. If you do, the second instance of this attack deals half damage."
BFS-9000,3,"Line, Gun, Ward, Move, Physical",Active,Default,All targets between you and a point within 4m,Instant,"On hit: STR10 Gun damage. Warded: If this spell slays a target, you can use a Free action to move to the position of the target, and increase the duration of Warded on yourself by 1 round (max. 3)."
Deterrence Bullet,3,"Mono, Gun, Ward, Repress, Physical",Active,Default,1 target within 6m,Instant,"On hit: STR12 Gun damage. Warded: For the duration of the Warded condition on you, whenever a unit within 6 meters of you declares an attack, you can spend your Interrupt action to apply a -1 HDC to that attack, then you can Repress the use of any Physical spell in your deck: You can apply this effect once again this round against a different target."
Justice Shot,5,"Mono, Gun, Ward, Physical",Active,Default,1 target within 5m,Instant,"On hit: STR12 Gun damage. Warded: If damage dealt by this spell reduces the target's HP to 50% or less, you can Repress and remove the Warded condition on yourself: This spell reduces the target's HP to 25%. This effect cannot be activated against targets with Hetelic Resistances."
Sinful Shell,5,"Mono, Gun, Heal, Physical",Active,Default,1 target within 6m,Instant,"On hit: STR12 + X*STR, where X is the number of Status, Buff and Debuff effects active on you. After casting this spell, you can choose to remove any number of Status or Debuff effects active on you as a Free action."
Plasma Smasher,5,"Mono, Gun, Curse, Physical",Active,Default,1 target within 5m,Instant,"On hit: STR12+STR Gun damage. Warded: Apply the following Curse: Every time this unit takes Gun type damage, add one Wildfire Counter to this target: When Warded is removed from the caster, this target takes (X/2)*STR Gun damage, where X is the number of Wildfire Counters on this target, then remove all Wildfire Counters on this target. (This overrides the default Curse duration and triggering condition)"
Prak,1,"Mono, Line, Bloom, Pollen, Wind",Active,Default,1 target between you and a point within 3m,Instant,"On hit: MAG6 Wind damage. After casting this spell, regardless of passing the hit check, move to the chosen point, for no additional action cost, and place Pollen on all spaces between you and this point."
Haprak,1,"Multi, Line, Bloom, Pollen, Wind",Active,Default,Up to 3 targets between you and a point within 5m,Instant,"On hit: MAG4 Wind damage. After casting this spell, place Pollen on the position of each target that took damage from this spell, then move to the chosen point, for no additional action cost."
Maprak,1,"Movement, Bloom, Pollen, Wind",Active,Default,Any # of targets you become adjacent to during your movement,Instant,"As part of casting this spell, you spend your entire remaining movement allowance for this turn. On hit: MAG4-4 Wind damage. Place Pollen on the position of each target that took damage from this spell."
Path of Yellow Carnations,1,"Bloom, Wind",Active,Default,Any # of targets in Pollen spaces,Until the end of unit's turn,"Until the end of each affected unit's turn, they take Wind damage equal to their SKL for each space they move from their current position. This includes forcing movement through spells or attacks."
Trail of Dahlias,1,"Bloom, Heal, Movement, Wind",Active,Default,Any # of targets in Pollen spaces,Instant,Affected units recover HP equal to MAG and gain +2 Movement Allowance for the next movement action they declare. This does not stack with other activations of Trail of Dahlias.
Praka,2,"Mono, Line, Bloom, Pollen, Wind",Active,Default,1 target between you and a point within 4m,Instant,"On hit: MAG8 Wind damage. After casting this spell, regardless of passing the hit check, move to the chosen point, for no additional action cost, and place Pollen on all spaces between you and this point."
Hapraka,2,"Multi, Line, Bloom, Pollen, Wind",Active,Default,Up to 3 targets between you and a point within 5m,Instant,"On hit: MAG6 Wind damage. After casting this spell, place Pollen on the position of each target that took damage from this spell, then move to the chosen point, for no additional action cost."
Mapraka,2,"Movement, Bloom, Pollen, Wind",Active,Default,Any # of targets you become adjacent to during your movement,Instant,"On hit: MAG4 Wind damage. Place Pollen on your position, and on the position of each target that took damage from this spell."
Shrine of the Heliotrope,2,"Quick, Pollen, Wind",Active,Quick,Any # of Pollen you placed,Instant,Move all Pollen you placed to positions adjacent to you or one target within 4 meters.
"Lose thy Way, Geranium",2,"Bloom, Wind",Active,Default,"Any # of units on Pollen spaces, or adjacent to Pollen spaces",Instant,"Affected units take MAG2 Wind damage, no dodge check. This can damage each unit up to two times, if the effect of a Pollen space and another Pollen's adjacent spaces overlap."
Petals for Armor,2,"Bloom, Damage",Active,Default,Caster,Until the start of your next turn,"If you cast this spell while on a Pollen space, gain the following effect: Until the start of your next turn, if you take damage from a Type you Resist, Null, Drain, or Absorb, you can cast a Tier II or lower Pollen Category spell from your deck as your Interrupt action for that round. If casting a spell this way would spend Energy, it spends 1 less Energy."
Pakradyne,3,"Mono, Line, Bloom, Pollen, Wind",Active,Default,1 target between you and a point within 4m,Instant,"On hit: MAG10 Wind damage. After casting this spell, regardless of passing the hit check, move to the chosen point, for no additional action cost, and place Pollen on all spaces between you and this point, then place Pollen on your current position."
Hapakradyne,3,"Movement, Bloom, Pollen, Wind",Active,Default,Any # of targets you become adjacent to during your movement,Instant,"As part of casting this spell, you spend your entire remaining movement allowance for this turn. Hit: MAG6+5 Wind damage. Place Pollen on your final position, and on the position of each target that took damage from this spell."
Mapakradyne,3,"Movement, Bloom, Pollen, Wind",Active,Default,Any # of targets you become adjacent to during your movement,Instant,"As part of casting this spell, you spend your entire remaining movement allowance for this turn. Hit: MAG4 Wind damage. Place Pollen on your starting position, on the position of each target that took damage from this spell, and the final position after you cast this spell."
"In Mourning, Purple Hyacinth",3,"Bloom, Wind",Active,Default,Any # of unoccupied Pollen spaces,Until the start of your next turn,Pollen spaces that were unoccupied when you cast this spell cannot be moved into or through until the start of your next turn.
Under the Gaze of the Amaryllis,3,"Bloom, Damage",Active,Default,"Up to 3 units on Pollen spaces, or adjacent to Pollen spaces",Until the end of each target's next turn,"Affected units gain the following effect: When you deal damage with a basic attack, or a spell without the Pollen Category, you deal +SKL Wind damage, and can spend 1 Energy to place Pollen on the spaces of up to two targets who took damage from that attack or spell."
"To Our Home, in Marigold",5,"Mono, Line, Bloom, Pollen, Wind",Active,Default,1 target between you and a point within 4m,Instant,"Hit: MAG12+4 Wind damage and place Pollen on the target's space. After casting this spell, regardless of passing the hit check, move to the chosen point, for no additional action cost, place Pollen on all spaces between you and this point, then place Pollen on your current position."
Triumvirate of the Hydrangea,5,"Movement, Bloom, Pollen, Wind",Active,Default,Any # of targets you become adjacent to during your movement,Instant,"As part of casting this spell, you spend your entire remaining movement allowance for this turn. Hit: MAG8+MAG Wind damage. Place Pollen on your position, then place Pollen in one position for each target who took damage from this spell."
"Thyme, and Fate’s Cruelty",5,"Movement, Bloom, Pollen, Wind",Active,Default,Any # of targets you become adjacent to during your movement,Instant,"As part of casting this spell, you spend your entire remaining movement allowance for this turn. Hit: MAG6 Wind damage. For every 4 spaces moved while casting this spell, place 1 Pollen onto any space within 5 meters."
Disappear Under a Sea of Crimson Roses,5,"Quick, Movement, Death, Wiind",Active,Quick,Any # of targets in Pollen spaces,Instant,"Targets whose HP are below 20% are instantly slain. This is considered a Wind Type Death Effect. For each unit slain by this effect, you gain +1 Movement Allowance until the end of your turn. Against targets with Hetelic Resistances, this instead deals 5% of the target’s HP as Wind damage, and rolls to hit."
"March Forth, Edelweiss",5,"Bloom, Damage, Wind",Active,Default,Any # of targets in Pollen spaces,Until the start of your next turn,"Choose a Type your Active Persona has. Affected units gain the following effect: The next time you would take damage from a spell of the chosen Type, you gain <Type> Affinity +1 until the end of the current turn."
Vata,1,"Mono, Weather, Thunder",Active,Default,1 target within 7m,Instant,On hit: MAG6 Thunder damage and gain 1 Forecast counter.
Havata,1,"Multi, Weather, Thunder",Active,Default,Up to 3 targets within 7m,Instant,"On hit: MAG4 Thunder damage and gain 1 Forecast counter. If this spell deals damage to at least one target who’s Weak against Thunder, you gain 1 more Forecast counter."
Mavata,1,"Total, Weather, Thunder",Active,Default,Any # of targets within 7m,Instant,"On hit: MAG4-4 Thunder damage and gain 1 Forecast counter. If your HP is at 100% after you cast this spell, gain 1 more Forecast counter."
Gathering Clouds,1,"Weather, Quick",Active,Quick,Caster,Until the end of combat,Spend 3 Forecast counters to apply Weather (Quick): Restore HP equal to 1 to yourself.
Strata,1,"Weather, Quick",Active,Quick,Caster,Instant,Spend one use of another spell in your deck: Gain 1 Forecast counter.
Vatava,2,"Mono, Weather, Thunder",Active,Default,1 target within 7m,Instant,On hit: MAG8 Thunder damage and gain 1 Forecast counter. Critical: Gain 1 more Forecast counter.
Havatava,2,"Multi, Weather, Thunder",Active,Default,Up to 3 targets within 7m,Instant,"On hit: MAG4+5 Thunder damage and gain 1 Forecast counter. If this spell dealt damage to all chosen targets, you gain 1 more Forecast counter."
Mavatava,2,"Total, Weather, Thunder",Active,Default,Any # of targets within 7m,Instant,"On hit: MAG4 Thunder damage and gain 1 Forecast counter. If you are not suffering from Status or Debuff effects, you gain 1 more Forecast counter."
Dust Storm,2,"Weather, Quick",Active,Quick,Caster,Until the end of combat,Spend 2 Forecast counters. Apply Weather (Default): Gain +1 DDC against the next attack declared against you.
Drought,2,Weather,Active,Default,Caster,Until the end of combat,"Spend 2 Forecast counters. Apply Weather (Interrupt): When a Shadow rolls to resist or recover from a Status effect, you can trigger this Weather to force the Shadow to fail that check."
Vatadyne,3,"Mono, Weather, Thunder",Active,Default,1 target within 7m,Instant,"On hit: MAG10 Thunder damage and gain 1 Forecast counter. If this spell slays its target, gain 1 more Forecast counter."
Havatadyne,3,"Multi, Weather, Thunder",Active,Default,Up to 3 targets within 7m,Instant,"On hit: MAG6+MAG Thunder damage and gain 1 Forecast counter. If a Weather effect is already active, gain 1 more Forecast counter."
Mavatadyne,3,"Total, Weather, Thunder",Active,Default,Any # of targets within 7m,Instant,"On hit: MAG4+6 Thunder damage and gain 1 Forecast counter. If you’re the first unit in the initiative queue, gain 1 more Forecast counter."
Undertow,3,"Weather, Quick",Active,Quick,Caster,Until the end of combat,"Spend 2 Forecast counters. Apply Weather (Interrupt): When a Shadow declares a movement action, you can trigger this Weather to gain extra Movement Allowance equal to half that Shadow’s moved distance, rounded up, for the next movement action you declare."
Blizzard,3,Weather,Active,Default,Caster,Until the end of combat,"Spend 3 Forecast counters. This spell sets up a Weather condition with STR HP. Up to two times per turn, when you cast a Weather Category spell after this Weather is set up, you can spend 1 Energy to restore MAG HP to this Weather as a Free action. Weather (Interrupt): When you take damage, you can trigger this Weather to subtract any amount of damage from this spell’s HP pool instead, up to its current HP. If this Weather reaches 0 HP, remove the Weather condition from combat."
Squall Line,5,"Mono, Weather, Thunder",Active,Default,1 target within 7m,Instant,On hit: MAG12 Thunder damage and gain 1 Forecast counter. You can spend one Energy to apply the effect of Rakundamon to the target (Fortify Physical & Elements -8 for 3 rounds) after damage calculation.
Devouring Sea Fret,5,"Multi, Weather, Thunder",Active,Default,Up to 3 targets within 7m,Instant,"On hit: MAG10 + MAG Thunder damage, gain 1 Forecast counter and +1 HDC for the next damage-dealing Weather Category spell you cast (this is not a Buff effect)."
Pulse Storm,5,"Total, Weather, Thunder",Active,Default,Any # of targets within 7m,Instant,"On hit: MAG10 Thunder damage and gain 1 Forecast counter. If you cast Pulse Storm in your previous turn, gain 1 extra Forecast counter."
Supercell,5,"Weather, Quick",Active,Quick,Caster,Until the end of combat,"Spend 4 Forecast counters. If there’s already a Tier III or lower Weather in effect, applying this Weather does not remove it. Apply Weather (Quick): Triggering this Weather costs 1 Energy. The next basic attack or Mono Category spell you declare this round deals STR extra Thunder damage. This damage applies even if the attack misses. This is not a Buff effect."
Heat Lightning,5,Weather,Active,Default,Caster,Until the end of combat,"You do not spend Forecast counters to cast this spell, and Weather applied by this spell cannot be activated by the same User in two consecutive turns. Apply Weather (Quick): Triggering this Weather costs 1 Energy: Reduce the duration of all Debuff effects on you by 1 round, or extend the effect of a Buff effect active on you by 1 round."
Vis,1,"Defile, Status",Active,Quick,Caster,Instant,"Defile: If this attack has a chance to cause a Status, increase that chance by 5%."
Dur,1,"Defile, Suku, Status",Active,Quick,Caster,Instant,Defile: You gain +1 TEC to hit with this attack.
Bhan,1,"Defile, Heal, Status",Active,Quick,Caster,Instant,"Defile: If this spell slays an enemy, you recover 1 HP."
Dhakka,1,"Defile, Move, Status",Active,Quick,Caster,Instant,Defile: Move the target up to 4m in any direction.
Vissa,2,"Defile, Status",Active,Quick,Caster,Instant,"Defile: If this attack has a chance to cause a Status, increase that chance by 10%"
Durba,2,"Defile, Suku, Status",Active,Quick,Caster,Instant,Defile: You gain +2 TEC to hit with this attack.
Bhanj,2,"Defile, Heal, Status",Active,Quick,Caster,Instant,"Defile: If this spell slays an enemy, you recover 2 HP."
Mandra,2,"Defile, Removal, Status",Active,Quick,Caster,Instant,Defile: Remove all Buff effects from the target.
Jaldee,2,"Defile, Status",Active,Quick,Caster,Instant,"Defile: Until the end of your next turn, decrease the target’s total Movement Allowance by half. This turn, you gain extra Movement Allowance equal to the decreased amount."
Visdyne,3,"Defile, Status",Active,Quick,Caster,Instant,"Defile: If this attack has a chance to cause a Status, increase that chance by 15%"
Durdyne,3,"Defile, Suku, Status",Active,Quick,Caster,Instant,Defile: You gain +3 TEC to hit with this attack.
Bhandyne,3,"Defile, Heal, Status",Active,Quick,Caster,Instant,"Defile: If this spell slays an enemy, you recover 2 HP and recover 1 Energy."
Laish,3,"Defile, Area, Status",Active,Quick,Caster,Instant,"Can only apply to Mono Category spells. Defile: If this spell hits, deal half the rolled damage to any number of adjacent targets to the unit."
Ilma,3,"Defile, Heal, Buff, Status",Active,Quick,Caster,Instant,"Defile: Until the end of your next turn, targets gain the following Condition: Cannot benefit from Buff effects, cannot recover HP. Against targets with Hetelic Resistances, apply the following Condition instead: Effects that recover HP recover 50% less than the stated amount."
Rhajayata,5,"Defile, Luck, Status",Active,Quick,Caster,Instant,"This effect can only apply to spells that roll to hit and deal damage. Defile: Remove up to 1d4 Luck Charges from the Target. Against Tyrants, this instead has a 8% chance to remove one Hetelic 'use' from the Tyrant for this round. A Tyrant can only lose Hetelic Uses this way once per round."
Foul Legacy,2,"Debuff, Raku",Active,Default,1 target within 8m,3 rounds,"Spend 1 Energy and the use of one Element spell in your deck, then apply the following Debuff effect based on the Tier and Type of spent spell: T1: Fortify <Element> -6. T2: Fortify<Element> -12. T3: Fortify <Element> -18. T5: Fortify <Element> -36."
Universal Diagnosis,2,"Status, Affinity",Held,Quick,1 target within 6m,Until the end of your next turn,"The target’s Status Affinity becomes equal to your Status Affinity when you cast this spell. This is a Condition. During subsequent turns while this effect is active, as a Quick action, you can spend 1 Energy to extend this effect until the end of your next turn, or spend 2 Energy to extend this effect until the end of your next turn and grant your original target Status Affinity +1 or -1 (your choice)."
Grim Heart,3,"Death, Dark",Active,Default,Caster,See Effect,"When you cast this spell, you gain the “Grim” Condition until the end of your next turn. While under this Condition, each time you slay at least one target during your turn, increase the duration of Grim on you by one round. As a default action, you can choose to remove Grim from yourself. When Grim is removed by any means, choose one target you can see as a Quick action: On hit, that target takes MAGX Dark damage. The damage dice for this spell depends on the number of turns spent consecutively under Grim: 1: d4; 2: d6; 3: d8; 4 or more: d10"
Cosmic Art – Hyouka,3,"Area, Move, Nuclear, Cosmic",Active,Default,1 Nebula Cloud you created,Instant,"Decrease the area of your Nebula Cloud by 1m (You cannot declare this action if this would decrease the area of effect to less than 1m), then: Extend the effect of Nebula Cloud to until the end of your next turn. Shadows inside the area of effect cannot move or be moved outside the area of effect. Shadows that would be moved outside of the area of effect when its range is decreased are automatically moved to the closest unoccupied space within the area, if possible. Shadows within the area of effect take MAG Nuclear damage, no check."
Dawn,3,"Line, Fire",Active,Default,Any # of targets between you and a point within 5m,Instant,"On hit: STR8 Fire damage, and apply the following Condition on yourself for X turns, where X is the number of targets that took damage from this spell: Upon casting a spell that deals Physical or Gun damage, or upon declaring a basic attack, you change that damage to Fire."
Isomer 75 Type-2,3,"Repress, Interrupt, Heal",Active,Default,Caster,2 rounds,"Repress one use of a spell in your deck. When an ally casts a spell of the same Type as the Repressed spell, or when a Shadow deals damage of the same Type as the Repressed spell, you can cast one Heal spell from your deck as an Interrupt action. Once per round, when you trigger this effect, you can Repress the cast spell: Casting it does not spend your Interrupt action for this round."
